Name,Group,SMARTS,Author,Article,Alert_ID,Endpoint,Endpoint_index
Pentazoles,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),[nR1]1[nR1][nR1][nR1][nR1]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2612,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles (LS),A = any atom except carbon; A1 = any atom; a dashed line indicates any type of covalent bonds,[!#6!#1]1~*~*~*~*~*~1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2615,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles with one heteroatom (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,[!#6!#1]1~[#6]~[#6]~[#6]~[#6]~[#6]~1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2616,Extended_Functional_Groups_(EFG),8
Saturated six-membered heterocycles with one heteroatom (LS),A = any atom except carbon,[!#6!#1]1CCCCC1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2617,Extended_Functional_Groups_(EFG),8
Unsaturated six-membered heterocycles with one heteroatom (LS),A = any atom except carbon,"[$([!#1!#6]1=C~C~C~C~C~1),$([!#1!#6]1~C=C~C~C~C~1),$([!#1!#6]1~C~C=C~C~C~1);!$([a!c]1ccccc1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2618,Extended_Functional_Groups_(EFG),8
Aromatic six-membered heterocycles with one heteroatom (LS),A = any aromatic atom except carbon,[a!c]1ccccc1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2619,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles with two heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1]1~[!#6!#1]~[#6]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[#6]~[!#6!#1]~[#6]~[#6]~1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2620,Extended_Functional_Groups_(EFG),8
Saturated six-membered heterocycles with two heteroatoms (LS),A = any atom except carbon,"[$([!#6!#1]1[!#6!#1]CCCC1),$([!#6!#1]1C[!#6!#1]CCC1),$([!#6!#1]1CC[!#6!#1]CC1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2621,Extended_Functional_Groups_(EFG),8
Unsaturated six-membered heterocycles with two heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1]1=[!#6!#1]~[#6]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[#6]~[#6]~[#6]   ","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2622,Extended_Functional_Groups_(EFG),8
Aromatic six-membered heterocycles with two heteroatoms (LS),A = any aromatic atom except carbon,"[$([a!c]1[a!c]cccc1),$([a!c]1c[a!c]ccc1),$([a!c]1cc[a!c]cc1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2623,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles with three heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2624,Extended_Functional_Groups_(EFG),8
Saturated six-membered heterocycles with three heteroatoms (LS),A = any atom except carbon,"[$([!#6!#1]1[!#6!#1][!#6!#1]CCC1),$([!#6!#1]1[!#6!#1]C[!#6!#1]CC1),$([!#6!#1]1C[!#6!#1]C[!#6!#1]C1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2625,Extended_Functional_Groups_(EFG),8
Unsaturated six-membered heterocycles with three heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]=[   ","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2626,Extended_Functional_Groups_(EFG),8
Aromatic six-membered heterocycles with three heteroatoms (LS),A = any aromatic atom except carbon,"[$([a!c]1[a!c][a!c]ccc1),$([a!c]1[a!c]c[a!c]cc1),$([a!c]1c[a!c]c[a!c]c1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2627,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles with four heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]~1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2628,Extended_Functional_Groups_(EFG),8
Saturated six-membered heterocycles with four heteroatoms (LS),A = any atom except carbon,"[$([!#6!#1]1[!#6!#1][!#6!#1][!#6!#1]CC1),$([!#6!#1]1[!#6!#1][!#6!#1]C[!#6!#1]C1),$([!#6!#1]1[!#6!#1]C[!#6!#1][!#6!#1]C1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2629,Extended_Functional_Groups_(EFG),8
Unsaturated six-membered heterocycles with four heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[!#6!#   ","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2630,Extended_Functional_Groups_(EFG),8
Aromatic six-membered heterocycles with four heteroatoms (LS),A = any aromatic atom except carbon,"[$([a!c]1[a!c][a!c][a!c]cc1),$([a!c]1[a!c][a!c]c[a!c]c1),$([a!c]1[a!c]c[a!c][a!c]c1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2631,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles with five heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2632,Extended_Functional_Groups_(EFG),8
Saturated six-membered heterocycles with five heteroatoms (LS),A = any aromatic atom except carbon,[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-C-1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2633,Extended_Functional_Groups_(EFG),8
Unsaturated six-membered heterocycles with five heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[!   ","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2634,Extended_Functional_Groups_(EFG),8
Aromatic six-membered heterocycles with five heteroatoms (LS),A = any aromatic atom except carbon,[a!c]1[a!c][a!c][a!c][a!c]c1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2635,Extended_Functional_Groups_(EFG),8
Saturated six-membered heterocycles with six heteroatoms (LS),A = any aromatic atom except carbon,[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2636,Extended_Functional_Groups_(EFG),8
Unsaturated six-membered heterocycles with six heteroatoms (LS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~1);!$([a!c]1[a!c][a!c][a!c][a!c][a!c]1)],"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2637,Extended_Functional_Groups_(EFG),8
Aromatic six-membered heterocycles with six heteroatoms (LS),A = any aromatic atom except carbon,[a!c]1[a!c][a!c][a!c][a!c][a!c]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2638,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles (HS),A = any atom except carbon; A1 = any atom; a dashed line indicates any type of covalent bonds,[!#6!#1;R1]1~[*R1]~[*R1]~[*R1]~[*R1]~[*R1]~1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2639,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles with one heteroatom (HS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,[!#6!#1;R1]1~[#6R1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2640,Extended_Functional_Groups_(EFG),8
Saturated six-membered heterocycles with one heteroatom (HS),A = any atom except carbon,[!#6!#1;R1]1[CR1][CR1][CR1][CR1][CR1]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2641,Extended_Functional_Groups_(EFG),8
Piperidines (HS),High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),[NR1]1[CR1][CR1][CR1][CR1][CR1]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2642,Extended_Functional_Groups_(EFG),8
Tetrahydropyrans (HS),High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),[OR1]1[CR1][CR1][CR1][CR1][CR1]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2643,Extended_Functional_Groups_(EFG),8
Tetrahydrothiopyrans (HS),High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),[SR1]1[CR1][CR1][CR1][CR1][CR1]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2644,Extended_Functional_Groups_(EFG),8
Unsaturated six-membered heterocycles with one heteroatom (HS),A = any atom except carbon,"[$([!#1!#6;R1]1=[CR1]~[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]=[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]~[CR1]=[CR1]~[CR1]~[CR1]~1);!$([a!c]1ccccc1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2645,Extended_Functional_Groups_(EFG),8
Tetrahydropyridines (HS),High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),"[$([NR1]1=[CR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1]=[CR1][CR1][CR1]1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2646,Extended_Functional_Groups_(EFG),8
Dihydropyridines (HS),High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),"[$([NR1]1=[CR1][CR1]-,=[CR1]-,=[CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1]-,=[CR1]-,=1),$([NR1]1[CR1]=[CR1][CR1]=[CR1][CR1]1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2647,Extended_Functional_Groups_(EFG),8
Pyrans (HS),Low specifisity (HS) pattern matches any chemicals that include depicted heterocyclic moiety (fusion with other ring(s) are allowed),"[OR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2648,Extended_Functional_Groups_(EFG),8
Thiopyrans (HS),High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),"[SR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2649,Extended_Functional_Groups_(EFG),8
Aromatic six-membered heterocycles with one heteroatom (HS),A = any aromatic atom except carbon,[a!c;R1]1[cR1][cR1][cR1][cR1][cR1]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2650,Extended_Functional_Groups_(EFG),8
Pyridines (HS),High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),[nR1]1[cR1][cR1][cR1][cR1][cR1]1,"Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2651,Extended_Functional_Groups_(EFG),8
Six-membered heterocycles with two heteroatoms (HS),A = any atom except carbon; a dashed line indicates any type of covalent bonds,"[$([!#6!#1;R1]1~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~1)]","Salmina, ES, Haider, N, Tetko, IV, ",Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.,TA2652,Extended_Functional_Groups_(EFG),8
